locus_tag	ftype	length_bp	gene	EC_number	COG	product
IENKKHDG_40945	CDS	174				hypothetical protein
IENKKHDG_40946	CDS	174				hypothetical protein
IENKKHDG_40947	CDS	123				hypothetical protein
IENKKHDG_40948	CDS	129				hypothetical protein
IENKKHDG_40949	CDS	174				hypothetical protein
IENKKHDG_40950	CDS	123				hypothetical protein
IENKKHDG_40951	CDS	174				hypothetical protein
IENKKHDG_40952	CDS	123				hypothetical protein
IENKKHDG_40953	CDS	129				hypothetical protein
IENKKHDG_40954	CDS	174				hypothetical protein
IENKKHDG_40955	CDS	174				hypothetical protein
IENKKHDG_40956	CDS	174				hypothetical protein
IENKKHDG_40957	CDS	123				hypothetical protein
IENKKHDG_40958	CDS	129				hypothetical protein
IENKKHDG_40959	CDS	174				hypothetical protein
IENKKHDG_40960	CDS	123				hypothetical protein
IENKKHDG_40961	CDS	129				hypothetical protein
IENKKHDG_40962	CDS	174				hypothetical protein
IENKKHDG_40963	CDS	123				hypothetical protein
IENKKHDG_40964	CDS	129				hypothetical protein
IENKKHDG_40965	CDS	174				hypothetical protein
IENKKHDG_40966	CDS	123				hypothetical protein
IENKKHDG_40967	CDS	129				hypothetical protein
IENKKHDG_40968	CDS	180				hypothetical protein
IENKKHDG_40969	CDS	174				hypothetical protein
IENKKHDG_40970	CDS	123				hypothetical protein
IENKKHDG_40971	CDS	129				hypothetical protein
IENKKHDG_40972	CDS	174				hypothetical protein
IENKKHDG_40973	CDS	123				hypothetical protein
IENKKHDG_40974	CDS	129				hypothetical protein
IENKKHDG_40975	CDS	174				hypothetical protein
IENKKHDG_40976	CDS	174				hypothetical protein
IENKKHDG_40977	CDS	174				hypothetical protein
IENKKHDG_40978	CDS	123				hypothetical protein
IENKKHDG_40979	CDS	129				hypothetical protein
IENKKHDG_40980	CDS	174				hypothetical protein
IENKKHDG_40981	CDS	123				hypothetical protein
IENKKHDG_40982	CDS	129				hypothetical protein
IENKKHDG_40983	CDS	174				hypothetical protein
IENKKHDG_40984	CDS	123				hypothetical protein
IENKKHDG_40985	CDS	129				hypothetical protein
IENKKHDG_40986	CDS	174				hypothetical protein
IENKKHDG_40987	CDS	123				hypothetical protein
IENKKHDG_40988	CDS	129				hypothetical protein
IENKKHDG_40989	CDS	174				hypothetical protein
IENKKHDG_40990	CDS	174				hypothetical protein
IENKKHDG_40991	CDS	123				hypothetical protein
IENKKHDG_40992	CDS	129				hypothetical protein
IENKKHDG_40993	CDS	174				hypothetical protein
IENKKHDG_40994	CDS	123				hypothetical protein
IENKKHDG_40995	CDS	129				hypothetical protein
IENKKHDG_40996	CDS	174				hypothetical protein
IENKKHDG_40997	CDS	174				hypothetical protein
IENKKHDG_40998	CDS	174				hypothetical protein
IENKKHDG_40999	CDS	129				hypothetical protein
IENKKHDG_41000	CDS	174				hypothetical protein
IENKKHDG_41001	CDS	123				hypothetical protein
IENKKHDG_41002	CDS	129				hypothetical protein
IENKKHDG_41003	CDS	174				hypothetical protein
IENKKHDG_41004	CDS	174				hypothetical protein
IENKKHDG_41005	CDS	123				hypothetical protein
IENKKHDG_41006	CDS	129				hypothetical protein
IENKKHDG_41007	CDS	174				hypothetical protein
IENKKHDG_41008	CDS	123				hypothetical protein
IENKKHDG_41009	CDS	129				hypothetical protein
IENKKHDG_41010	CDS	174				hypothetical protein
IENKKHDG_41011	CDS	123				hypothetical protein
IENKKHDG_41012	CDS	129				hypothetical protein
IENKKHDG_41013	CDS	174				hypothetical protein
IENKKHDG_41014	CDS	174				hypothetical protein
IENKKHDG_41015	CDS	123				hypothetical protein
IENKKHDG_41016	CDS	129				hypothetical protein
IENKKHDG_41017	CDS	174				hypothetical protein
IENKKHDG_41018	CDS	123				hypothetical protein
IENKKHDG_41019	CDS	129				hypothetical protein
IENKKHDG_41020	CDS	174				hypothetical protein
IENKKHDG_41021	CDS	123				hypothetical protein
IENKKHDG_41022	CDS	174				hypothetical protein
IENKKHDG_41023	CDS	174				hypothetical protein
IENKKHDG_41024	CDS	174				hypothetical protein
IENKKHDG_41025	CDS	174				hypothetical protein
IENKKHDG_41026	CDS	174				hypothetical protein
IENKKHDG_41027	CDS	123				hypothetical protein
IENKKHDG_41028	CDS	129				hypothetical protein
IENKKHDG_41029	CDS	174				hypothetical protein
IENKKHDG_41030	CDS	174				hypothetical protein
IENKKHDG_41031	CDS	123				hypothetical protein
IENKKHDG_41032	CDS	129				hypothetical protein
IENKKHDG_41033	CDS	174				hypothetical protein
IENKKHDG_41034	CDS	123				hypothetical protein
IENKKHDG_41035	CDS	129				hypothetical protein
IENKKHDG_41036	CDS	174				hypothetical protein
IENKKHDG_41037	CDS	123				hypothetical protein
IENKKHDG_41038	CDS	129				hypothetical protein
IENKKHDG_41039	CDS	174				hypothetical protein
IENKKHDG_41040	CDS	123				hypothetical protein
IENKKHDG_41041	CDS	129				hypothetical protein
IENKKHDG_41042	CDS	234				hypothetical protein
IENKKHDG_41043	CDS	174				hypothetical protein
IENKKHDG_41044	CDS	123				hypothetical protein
IENKKHDG_41045	CDS	129				hypothetical protein
IENKKHDG_41046	CDS	174				hypothetical protein
IENKKHDG_41047	CDS	123				hypothetical protein
IENKKHDG_41048	CDS	129				hypothetical protein
IENKKHDG_41049	CDS	174				hypothetical protein
IENKKHDG_41050	CDS	174				hypothetical protein
IENKKHDG_41051	CDS	174				hypothetical protein
IENKKHDG_41052	CDS	174				hypothetical protein
IENKKHDG_41053	CDS	123				hypothetical protein
IENKKHDG_41054	CDS	129				hypothetical protein
IENKKHDG_41055	CDS	174				hypothetical protein
IENKKHDG_41056	CDS	123				hypothetical protein
IENKKHDG_41057	CDS	129				hypothetical protein
IENKKHDG_41058	CDS	174				hypothetical protein
IENKKHDG_41059	CDS	123				hypothetical protein
IENKKHDG_41060	CDS	129				hypothetical protein
IENKKHDG_41061	CDS	174				hypothetical protein
IENKKHDG_41062	CDS	174				hypothetical protein
IENKKHDG_41063	CDS	174				hypothetical protein
IENKKHDG_41064	CDS	123				hypothetical protein
IENKKHDG_41065	CDS	174				hypothetical protein
IENKKHDG_41066	CDS	174				hypothetical protein
IENKKHDG_41067	CDS	123				hypothetical protein
IENKKHDG_41068	CDS	129				hypothetical protein
IENKKHDG_41069	CDS	174				hypothetical protein
IENKKHDG_41070	CDS	123				hypothetical protein
IENKKHDG_41071	CDS	129				hypothetical protein
IENKKHDG_41072	CDS	174				hypothetical protein
IENKKHDG_41073	CDS	123				hypothetical protein
IENKKHDG_41074	CDS	129				hypothetical protein
IENKKHDG_41075	CDS	174				hypothetical protein
IENKKHDG_41076	CDS	123				hypothetical protein
IENKKHDG_41077	CDS	129				hypothetical protein
IENKKHDG_41078	CDS	174				hypothetical protein
IENKKHDG_41079	CDS	174				hypothetical protein
IENKKHDG_41080	CDS	123				hypothetical protein
IENKKHDG_41081	CDS	129				hypothetical protein
IENKKHDG_41082	CDS	174				hypothetical protein
IENKKHDG_41083	CDS	174				hypothetical protein
IENKKHDG_41084	CDS	123				hypothetical protein
IENKKHDG_41085	CDS	129				hypothetical protein
IENKKHDG_41086	CDS	174				hypothetical protein
IENKKHDG_41087	CDS	123				hypothetical protein
IENKKHDG_41088	CDS	129				hypothetical protein
IENKKHDG_41089	CDS	174				hypothetical protein
IENKKHDG_41090	CDS	123				hypothetical protein
IENKKHDG_41091	CDS	129				hypothetical protein
IENKKHDG_41092	CDS	174				hypothetical protein
IENKKHDG_41093	CDS	123				hypothetical protein
IENKKHDG_41094	CDS	129				hypothetical protein
IENKKHDG_41095	CDS	174				hypothetical protein
IENKKHDG_41096	CDS	123				hypothetical protein
IENKKHDG_41097	CDS	129				hypothetical protein
IENKKHDG_41098	CDS	174				hypothetical protein
IENKKHDG_41099	CDS	174				hypothetical protein
IENKKHDG_41100	CDS	123				hypothetical protein
IENKKHDG_41101	CDS	129				hypothetical protein
IENKKHDG_41102	CDS	174				hypothetical protein
IENKKHDG_41103	CDS	111				hypothetical protein
IENKKHDG_41104	CDS	123				hypothetical protein
IENKKHDG_41105	CDS	129				hypothetical protein
IENKKHDG_41106	CDS	174				hypothetical protein
IENKKHDG_41107	CDS	123				hypothetical protein
IENKKHDG_41108	CDS	129				hypothetical protein
IENKKHDG_41109	CDS	174				hypothetical protein
IENKKHDG_41110	CDS	123				hypothetical protein
IENKKHDG_41111	CDS	129				hypothetical protein
IENKKHDG_41112	CDS	174				hypothetical protein
IENKKHDG_41113	CDS	123				hypothetical protein
IENKKHDG_41114	CDS	129				hypothetical protein
IENKKHDG_41115	CDS	174				hypothetical protein
IENKKHDG_41116	CDS	174				hypothetical protein
IENKKHDG_41117	CDS	123				hypothetical protein
IENKKHDG_41118	CDS	129				hypothetical protein
IENKKHDG_41119	CDS	174				hypothetical protein
IENKKHDG_41120	CDS	123				hypothetical protein
IENKKHDG_41121	CDS	129				hypothetical protein
IENKKHDG_41122	CDS	174				hypothetical protein
IENKKHDG_41123	CDS	123				hypothetical protein
IENKKHDG_41124	CDS	129				hypothetical protein
IENKKHDG_41125	CDS	174				hypothetical protein
IENKKHDG_41126	CDS	123				hypothetical protein
IENKKHDG_41127	CDS	129				hypothetical protein
IENKKHDG_41128	CDS	174				hypothetical protein
IENKKHDG_41129	CDS	174				hypothetical protein
IENKKHDG_41130	CDS	174				hypothetical protein
IENKKHDG_41131	CDS	123				hypothetical protein
IENKKHDG_41132	CDS	129				hypothetical protein
IENKKHDG_41133	CDS	174				hypothetical protein
IENKKHDG_41134	CDS	123				hypothetical protein
IENKKHDG_41135	CDS	129				hypothetical protein
IENKKHDG_41136	CDS	174				hypothetical protein
IENKKHDG_41137	CDS	123				hypothetical protein
IENKKHDG_41138	CDS	129				hypothetical protein
IENKKHDG_41139	CDS	174				hypothetical protein
IENKKHDG_41140	CDS	123				hypothetical protein
IENKKHDG_41141	CDS	129				hypothetical protein
IENKKHDG_41142	CDS	174				hypothetical protein
IENKKHDG_41143	CDS	174				hypothetical protein
IENKKHDG_41144	CDS	123				hypothetical protein
IENKKHDG_41145	CDS	129				hypothetical protein
IENKKHDG_41146	CDS	174				hypothetical protein
IENKKHDG_41147	CDS	123				hypothetical protein
IENKKHDG_41148	CDS	129				hypothetical protein
IENKKHDG_41149	CDS	174				hypothetical protein
IENKKHDG_41150	CDS	123				hypothetical protein
IENKKHDG_41151	CDS	129				hypothetical protein
IENKKHDG_41152	CDS	174				hypothetical protein
IENKKHDG_41153	CDS	174				hypothetical protein
IENKKHDG_41154	CDS	174				hypothetical protein
IENKKHDG_41155	CDS	174				hypothetical protein
IENKKHDG_41156	CDS	123				hypothetical protein
IENKKHDG_41157	CDS	129				hypothetical protein
IENKKHDG_41158	CDS	174				hypothetical protein
IENKKHDG_41159	CDS	174				hypothetical protein
IENKKHDG_41160	CDS	123				hypothetical protein
IENKKHDG_41161	CDS	129				hypothetical protein
IENKKHDG_41162	CDS	174				hypothetical protein
IENKKHDG_41163	CDS	123				hypothetical protein
IENKKHDG_41164	CDS	129				hypothetical protein
IENKKHDG_41165	CDS	174				hypothetical protein
IENKKHDG_41166	CDS	123				hypothetical protein
IENKKHDG_41167	CDS	129				hypothetical protein
IENKKHDG_41168	CDS	174				hypothetical protein
IENKKHDG_41169	CDS	174				hypothetical protein
IENKKHDG_41170	CDS	123				hypothetical protein
IENKKHDG_41171	CDS	129				hypothetical protein
IENKKHDG_41172	CDS	174				hypothetical protein
IENKKHDG_41173	CDS	123				hypothetical protein
IENKKHDG_41174	CDS	129				hypothetical protein
IENKKHDG_41175	CDS	246				hypothetical protein
IENKKHDG_41176	CDS	174				hypothetical protein
IENKKHDG_41177	CDS	123				hypothetical protein
IENKKHDG_41178	CDS	129				hypothetical protein
IENKKHDG_41179	CDS	174				hypothetical protein
IENKKHDG_41180	CDS	123				hypothetical protein
IENKKHDG_41181	CDS	129				hypothetical protein
IENKKHDG_41182	CDS	174				hypothetical protein
IENKKHDG_41183	CDS	174				hypothetical protein
IENKKHDG_41184	CDS	174				hypothetical protein
IENKKHDG_41185	CDS	123				hypothetical protein
IENKKHDG_41186	CDS	129				hypothetical protein
IENKKHDG_41187	CDS	174				hypothetical protein
IENKKHDG_41188	CDS	123				hypothetical protein
IENKKHDG_41189	CDS	129				hypothetical protein
IENKKHDG_41190	CDS	174				hypothetical protein
IENKKHDG_41191	CDS	123				hypothetical protein
IENKKHDG_41192	CDS	129				hypothetical protein
IENKKHDG_41193	CDS	174				hypothetical protein
IENKKHDG_41194	CDS	123				hypothetical protein
IENKKHDG_41195	CDS	129				hypothetical protein
IENKKHDG_41196	CDS	174				hypothetical protein
IENKKHDG_41197	CDS	174				hypothetical protein
IENKKHDG_41198	CDS	123				hypothetical protein
IENKKHDG_41199	CDS	129				hypothetical protein
IENKKHDG_41200	CDS	174				hypothetical protein
IENKKHDG_41201	CDS	174				hypothetical protein
IENKKHDG_41202	CDS	123				hypothetical protein
IENKKHDG_41203	CDS	129				hypothetical protein
IENKKHDG_41204	CDS	174				hypothetical protein
IENKKHDG_41205	CDS	123				hypothetical protein
IENKKHDG_41206	CDS	129				hypothetical protein
IENKKHDG_41207	CDS	180				hypothetical protein
IENKKHDG_41208	CDS	105				hypothetical protein
IENKKHDG_41209	CDS	129				hypothetical protein
IENKKHDG_41210	CDS	174				hypothetical protein
IENKKHDG_41211	CDS	123				hypothetical protein
IENKKHDG_41212	CDS	129				hypothetical protein
IENKKHDG_41213	CDS	174				hypothetical protein
IENKKHDG_41214	CDS	174				hypothetical protein
IENKKHDG_41215	CDS	123				hypothetical protein
IENKKHDG_41216	CDS	129				hypothetical protein
IENKKHDG_41217	CDS	174				hypothetical protein
IENKKHDG_41218	CDS	174				hypothetical protein
IENKKHDG_41219	CDS	123				hypothetical protein
IENKKHDG_41220	CDS	129				hypothetical protein
IENKKHDG_41221	CDS	174				hypothetical protein
IENKKHDG_41222	CDS	174				hypothetical protein
IENKKHDG_41223	CDS	123				hypothetical protein
IENKKHDG_41224	CDS	129				hypothetical protein
IENKKHDG_41225	CDS	174				hypothetical protein
IENKKHDG_41226	CDS	123				hypothetical protein
IENKKHDG_41227	CDS	129				hypothetical protein
IENKKHDG_41228	CDS	174				hypothetical protein
IENKKHDG_41229	CDS	174				hypothetical protein
IENKKHDG_41230	CDS	123				hypothetical protein
IENKKHDG_41231	CDS	129				hypothetical protein
IENKKHDG_41232	CDS	174				hypothetical protein
IENKKHDG_41233	CDS	123				hypothetical protein
IENKKHDG_41234	CDS	129				hypothetical protein
IENKKHDG_41235	CDS	180				hypothetical protein
IENKKHDG_41236	CDS	138				hypothetical protein
IENKKHDG_41237	CDS	129				hypothetical protein
IENKKHDG_41238	CDS	174				hypothetical protein
IENKKHDG_41239	CDS	174				hypothetical protein
IENKKHDG_41240	CDS	174				hypothetical protein
IENKKHDG_41241	CDS	174				hypothetical protein
IENKKHDG_41242	CDS	123				hypothetical protein
IENKKHDG_41243	CDS	129				hypothetical protein
IENKKHDG_41244	CDS	174				hypothetical protein
IENKKHDG_41245	CDS	123				hypothetical protein
IENKKHDG_41246	CDS	129				hypothetical protein
IENKKHDG_41247	CDS	123				hypothetical protein
IENKKHDG_41248	CDS	129				hypothetical protein
IENKKHDG_41249	CDS	174				hypothetical protein
IENKKHDG_41250	CDS	123				hypothetical protein
IENKKHDG_41251	CDS	129				hypothetical protein
IENKKHDG_41252	CDS	174				hypothetical protein
IENKKHDG_41253	CDS	174				hypothetical protein
IENKKHDG_41254	CDS	123				hypothetical protein
IENKKHDG_41255	CDS	129				hypothetical protein
IENKKHDG_41256	CDS	174				hypothetical protein
IENKKHDG_41257	CDS	174				hypothetical protein
IENKKHDG_41258	CDS	174				hypothetical protein
IENKKHDG_41259	CDS	123				hypothetical protein
IENKKHDG_41260	CDS	129				hypothetical protein
IENKKHDG_41261	CDS	174				hypothetical protein
IENKKHDG_41262	CDS	123				hypothetical protein
IENKKHDG_41263	CDS	129				hypothetical protein
IENKKHDG_41264	CDS	174				hypothetical protein
IENKKHDG_41265	CDS	174				hypothetical protein
IENKKHDG_41266	CDS	123				hypothetical protein
IENKKHDG_41267	CDS	129				hypothetical protein
IENKKHDG_41268	CDS	174				hypothetical protein
IENKKHDG_41269	CDS	213				hypothetical protein
IENKKHDG_41270	CDS	174				hypothetical protein
IENKKHDG_41271	CDS	123				hypothetical protein
IENKKHDG_41272	CDS	129				hypothetical protein
IENKKHDG_41273	CDS	174				hypothetical protein
IENKKHDG_41274	CDS	174				hypothetical protein
IENKKHDG_41275	CDS	123				hypothetical protein
IENKKHDG_41276	CDS	129				hypothetical protein
IENKKHDG_41277	CDS	174				hypothetical protein
IENKKHDG_41278	CDS	123				hypothetical protein
IENKKHDG_41279	CDS	129				hypothetical protein
IENKKHDG_41280	CDS	174				hypothetical protein
IENKKHDG_41281	CDS	123				hypothetical protein
IENKKHDG_41282	CDS	174				hypothetical protein
IENKKHDG_41283	CDS	174				hypothetical protein
IENKKHDG_41284	CDS	123				hypothetical protein
IENKKHDG_41285	CDS	129				hypothetical protein
IENKKHDG_41286	CDS	174				hypothetical protein
IENKKHDG_41287	CDS	123				hypothetical protein
IENKKHDG_41288	CDS	129				hypothetical protein
IENKKHDG_41289	CDS	174				hypothetical protein
IENKKHDG_41290	CDS	174				hypothetical protein
IENKKHDG_41291	CDS	123				hypothetical protein
IENKKHDG_41292	CDS	129				hypothetical protein
IENKKHDG_41293	CDS	174				hypothetical protein
IENKKHDG_41294	CDS	174				hypothetical protein
IENKKHDG_41295	CDS	123				hypothetical protein
IENKKHDG_41296	CDS	129				hypothetical protein
IENKKHDG_41297	CDS	174				hypothetical protein
IENKKHDG_41298	CDS	123				hypothetical protein
IENKKHDG_41299	CDS	129				hypothetical protein
IENKKHDG_41300	CDS	174				hypothetical protein
IENKKHDG_41301	CDS	174				hypothetical protein
IENKKHDG_41302	CDS	174				hypothetical protein
IENKKHDG_41303	CDS	174				hypothetical protein
IENKKHDG_41304	CDS	174				hypothetical protein
IENKKHDG_41305	CDS	123				hypothetical protein
IENKKHDG_41306	CDS	129				hypothetical protein
IENKKHDG_41307	CDS	174				hypothetical protein
IENKKHDG_41308	CDS	174				hypothetical protein
IENKKHDG_41309	CDS	123				hypothetical protein
IENKKHDG_41310	CDS	129				hypothetical protein
IENKKHDG_41311	CDS	174				hypothetical protein
IENKKHDG_41312	CDS	123				hypothetical protein
IENKKHDG_41313	CDS	129				hypothetical protein
IENKKHDG_41314	CDS	171				hypothetical protein
IENKKHDG_41315	CDS	120				hypothetical protein
IENKKHDG_41316	CDS	129				hypothetical protein
IENKKHDG_41317	CDS	174				hypothetical protein
IENKKHDG_41318	CDS	123				hypothetical protein
IENKKHDG_41319	CDS	129				hypothetical protein
IENKKHDG_41320	CDS	174				hypothetical protein
IENKKHDG_41321	CDS	123				hypothetical protein
IENKKHDG_41322	CDS	129				hypothetical protein
IENKKHDG_41323	CDS	174				hypothetical protein
IENKKHDG_41324	CDS	123				hypothetical protein
IENKKHDG_41325	CDS	129				hypothetical protein
IENKKHDG_41326	CDS	174				hypothetical protein
IENKKHDG_41327	CDS	123				hypothetical protein
IENKKHDG_41328	CDS	129				hypothetical protein
IENKKHDG_41329	CDS	174				hypothetical protein
IENKKHDG_41330	CDS	123				hypothetical protein
IENKKHDG_41331	CDS	129				hypothetical protein
IENKKHDG_41332	CDS	174				hypothetical protein
IENKKHDG_41333	CDS	174				hypothetical protein
IENKKHDG_41334	CDS	180				hypothetical protein
IENKKHDG_41335	CDS	174				hypothetical protein
IENKKHDG_41336	CDS	123				hypothetical protein
IENKKHDG_41337	CDS	129				hypothetical protein
IENKKHDG_41338	CDS	174				hypothetical protein
IENKKHDG_41339	CDS	174				hypothetical protein
IENKKHDG_41340	CDS	123				hypothetical protein
IENKKHDG_41341	CDS	129				hypothetical protein
IENKKHDG_41342	CDS	174				hypothetical protein
IENKKHDG_41343	CDS	123				hypothetical protein
IENKKHDG_41344	CDS	129				hypothetical protein
IENKKHDG_41345	CDS	174				hypothetical protein
IENKKHDG_41346	CDS	174				hypothetical protein
IENKKHDG_41347	CDS	174				hypothetical protein
IENKKHDG_41348	CDS	123				hypothetical protein
IENKKHDG_41349	CDS	129				hypothetical protein
IENKKHDG_41350	CDS	174				hypothetical protein
IENKKHDG_41351	CDS	174				hypothetical protein
IENKKHDG_41352	CDS	114				hypothetical protein
IENKKHDG_41353	CDS	129				hypothetical protein
IENKKHDG_41354	CDS	174				hypothetical protein
IENKKHDG_41355	CDS	174				hypothetical protein
IENKKHDG_41356	CDS	123				hypothetical protein
IENKKHDG_41357	CDS	129				hypothetical protein
IENKKHDG_41358	CDS	174				hypothetical protein
IENKKHDG_41359	CDS	123				hypothetical protein
IENKKHDG_41360	CDS	129				hypothetical protein
IENKKHDG_41361	CDS	174				hypothetical protein
IENKKHDG_41362	CDS	123				hypothetical protein
IENKKHDG_41363	CDS	129				hypothetical protein
IENKKHDG_41364	CDS	174				hypothetical protein
IENKKHDG_41365	CDS	174				hypothetical protein
IENKKHDG_41366	CDS	174				hypothetical protein
IENKKHDG_41367	CDS	123				hypothetical protein
IENKKHDG_41368	CDS	129				hypothetical protein
IENKKHDG_41369	CDS	171				hypothetical protein
IENKKHDG_41370	CDS	120				hypothetical protein
IENKKHDG_41371	CDS	129				hypothetical protein
IENKKHDG_41372	CDS	174				hypothetical protein
IENKKHDG_41373	CDS	174				hypothetical protein
IENKKHDG_41374	CDS	174				hypothetical protein
IENKKHDG_41375	CDS	174				hypothetical protein
IENKKHDG_41376	CDS	123				hypothetical protein
IENKKHDG_41377	CDS	129				hypothetical protein
IENKKHDG_41378	CDS	174				hypothetical protein
IENKKHDG_41379	CDS	123				hypothetical protein
IENKKHDG_41380	CDS	129				hypothetical protein
IENKKHDG_41381	CDS	174				hypothetical protein
IENKKHDG_41382	CDS	123				hypothetical protein
IENKKHDG_41383	CDS	174				hypothetical protein
IENKKHDG_41384	CDS	123				hypothetical protein
IENKKHDG_41385	CDS	129				hypothetical protein
IENKKHDG_41386	CDS	174				hypothetical protein
IENKKHDG_41387	CDS	123				hypothetical protein
IENKKHDG_41388	CDS	129				hypothetical protein
IENKKHDG_41389	CDS	174				hypothetical protein
IENKKHDG_41390	CDS	180				hypothetical protein
IENKKHDG_41391	CDS	138				hypothetical protein
IENKKHDG_41392	CDS	129				hypothetical protein
IENKKHDG_41393	CDS	174				hypothetical protein
IENKKHDG_41394	CDS	123				hypothetical protein
IENKKHDG_41395	CDS	129				hypothetical protein
IENKKHDG_41396	CDS	174				hypothetical protein
IENKKHDG_41397	CDS	123				hypothetical protein
IENKKHDG_41398	CDS	129				hypothetical protein
IENKKHDG_41399	CDS	174				hypothetical protein
IENKKHDG_41400	CDS	123				hypothetical protein
IENKKHDG_41401	CDS	129				hypothetical protein
IENKKHDG_41402	CDS	174				hypothetical protein
IENKKHDG_41403	CDS	174				hypothetical protein
IENKKHDG_41404	CDS	123				hypothetical protein
IENKKHDG_41405	CDS	129				hypothetical protein
IENKKHDG_41406	CDS	174				hypothetical protein
IENKKHDG_41407	CDS	129				hypothetical protein
IENKKHDG_41408	CDS	174				hypothetical protein
IENKKHDG_41409	CDS	123				hypothetical protein
IENKKHDG_41410	CDS	129				hypothetical protein
IENKKHDG_41411	CDS	174				hypothetical protein
IENKKHDG_41412	CDS	123				hypothetical protein
IENKKHDG_41413	CDS	129				hypothetical protein
IENKKHDG_41414	CDS	174				hypothetical protein
IENKKHDG_41415	CDS	174				hypothetical protein
IENKKHDG_41416	CDS	123				hypothetical protein
IENKKHDG_41417	CDS	129				hypothetical protein
IENKKHDG_41418	CDS	174				hypothetical protein
IENKKHDG_41419	CDS	174				hypothetical protein
IENKKHDG_41420	CDS	123				hypothetical protein
IENKKHDG_41421	CDS	129				hypothetical protein
IENKKHDG_41422	CDS	174				hypothetical protein
IENKKHDG_41423	CDS	174				hypothetical protein
IENKKHDG_41424	CDS	123				hypothetical protein
IENKKHDG_41425	CDS	129				hypothetical protein
IENKKHDG_41426	CDS	174				hypothetical protein
IENKKHDG_41427	CDS	123				hypothetical protein
IENKKHDG_41428	CDS	129				hypothetical protein
IENKKHDG_41429	CDS	174				hypothetical protein
IENKKHDG_41430	CDS	123				hypothetical protein
IENKKHDG_41431	CDS	129				hypothetical protein
IENKKHDG_41432	CDS	174				hypothetical protein
IENKKHDG_41433	CDS	123				hypothetical protein
IENKKHDG_41434	CDS	129				hypothetical protein
IENKKHDG_41435	CDS	174				hypothetical protein
IENKKHDG_41436	CDS	123				hypothetical protein
IENKKHDG_41437	CDS	129				hypothetical protein
IENKKHDG_41438	CDS	174				hypothetical protein
IENKKHDG_41439	CDS	123				hypothetical protein
IENKKHDG_41440	CDS	129				hypothetical protein
IENKKHDG_41441	CDS	174				hypothetical protein
IENKKHDG_41442	CDS	123				hypothetical protein
IENKKHDG_41443	CDS	129				hypothetical protein
IENKKHDG_41444	CDS	174				hypothetical protein
IENKKHDG_41445	CDS	123				hypothetical protein
IENKKHDG_41446	CDS	129				hypothetical protein
IENKKHDG_41447	CDS	174				hypothetical protein
IENKKHDG_41448	CDS	123				hypothetical protein
IENKKHDG_41449	CDS	129				hypothetical protein
IENKKHDG_41450	CDS	174				hypothetical protein
IENKKHDG_41451	CDS	123				hypothetical protein
IENKKHDG_41452	CDS	129				hypothetical protein
IENKKHDG_41453	CDS	174				hypothetical protein
IENKKHDG_41454	CDS	123				hypothetical protein
IENKKHDG_41455	CDS	129				hypothetical protein
IENKKHDG_41456	CDS	174				hypothetical protein
IENKKHDG_41457	CDS	174				hypothetical protein
IENKKHDG_41458	CDS	174				hypothetical protein
IENKKHDG_41459	CDS	123				hypothetical protein
IENKKHDG_41460	CDS	129				hypothetical protein
IENKKHDG_41461	CDS	174				hypothetical protein
IENKKHDG_41462	CDS	123				hypothetical protein
IENKKHDG_41463	CDS	129				hypothetical protein
IENKKHDG_41464	CDS	174				hypothetical protein
IENKKHDG_41465	CDS	123				hypothetical protein
IENKKHDG_41466	CDS	129				hypothetical protein
IENKKHDG_41467	CDS	174				hypothetical protein
IENKKHDG_41468	CDS	123				hypothetical protein
IENKKHDG_41469	CDS	129				hypothetical protein
IENKKHDG_41470	CDS	174				hypothetical protein
IENKKHDG_41471	CDS	174				hypothetical protein
IENKKHDG_41472	CDS	174				hypothetical protein
IENKKHDG_41473	CDS	180				hypothetical protein
IENKKHDG_41474	CDS	138				hypothetical protein
IENKKHDG_41475	CDS	129				hypothetical protein
IENKKHDG_41476	CDS	174				hypothetical protein
IENKKHDG_41477	CDS	174				hypothetical protein
IENKKHDG_41478	CDS	123				hypothetical protein
IENKKHDG_41479	CDS	129				hypothetical protein
IENKKHDG_41480	CDS	174				hypothetical protein
IENKKHDG_41481	CDS	123				hypothetical protein
IENKKHDG_41482	CDS	129				hypothetical protein
IENKKHDG_41483	CDS	174				hypothetical protein
IENKKHDG_41484	CDS	123				hypothetical protein
IENKKHDG_41485	CDS	129				hypothetical protein
IENKKHDG_41486	CDS	174				hypothetical protein
IENKKHDG_41487	CDS	123				hypothetical protein
IENKKHDG_41488	CDS	129				hypothetical protein
IENKKHDG_41489	CDS	174				hypothetical protein
IENKKHDG_41490	CDS	174				hypothetical protein
IENKKHDG_41491	CDS	174				hypothetical protein
IENKKHDG_41492	CDS	174				hypothetical protein
IENKKHDG_41493	CDS	162				hypothetical protein
IENKKHDG_41494	CDS	174				hypothetical protein
IENKKHDG_41495	CDS	123				hypothetical protein
IENKKHDG_41496	CDS	129				hypothetical protein
IENKKHDG_41497	CDS	174				hypothetical protein
IENKKHDG_41498	CDS	123				hypothetical protein
IENKKHDG_41499	CDS	129				hypothetical protein
IENKKHDG_41500	CDS	174				hypothetical protein
IENKKHDG_41501	CDS	123				hypothetical protein
IENKKHDG_41502	CDS	129				hypothetical protein
